,title,description,price,points,cluster_label,cosine_similarity
58427,Château Pétrus 2011  Pomerol,"This extravagantly perfumed wine has great juicy, ripe fruits. The tannic structure is almost secondary in the welter of ripe fruits, but it is enough to promise aging. Acidity and rich fruitiness partner each other to give a wine that is both fresh and powerful. Drink from 2020.",2000.0,97,2,0.41298168589248996
14189,Château Haut-Brion 2014  Pessac-Léognan,"With seriously dense tannins, this shows great structure. Rich and full of ripe fruit, it also has a fresh streak that gives it a lift. The structure will allow the wine to age over many years while the fruit and acidity will give it crispness. Drink this impressive wine from 2027.",330.0,97,2,0.40542142447418295
24629,Louis Jadot 2014  Clos de la Roche,"The largest of the four grands crus in Morey-Saint-Denis, this vineyard gives the most structured wines. This bottling, with its tannins and power, is no exception. While it shows plenty of rich black, perfumed fruit, it also has an immense structure of tight tannins are balanced by juicy acidity. Drink from 2027.",286.0,97,2,0.3864091416958933
109831,Louis Jadot 2009  Corton-Charlemagne,"A hugely rich, powerful Chardonnay, layering ripe fruit with a core of tannic structure, acidity, wood and huge depth of flavor. The wine is concentrated, with layers of fruit and textured acidity. Of course, it needs aging—7 years at least.",130.0,96,2,0.40824283475707684
14201,Château Malartic-Lagravière 2014  Pessac-Léognan,"A tightly coiled rich wine that has great acidity as well as a lively structure. Touched by spice from wood aging as well as intense citrus, it is fruity, firm and strongly textured. Drink this impressive still-young wine from 2022.",50.0,96,2,0.4063422281852814
48568,Quinta do Noval 2011 Vintage  (Port),"A powerful, concentrated wine, full of dark tannins, ripe fruit and rich texture. This is a wine based on a solid structure—very firm in character while still allowing the gorgeous fruits to express themselves. It's obviously destined for long-term aging.",110.0,96,2,0.39219450730212496
107751,Château Léoville Barton 2008  Saint-Julien,"A dense, beautifully structured wine. It shows intense, ripe fruit with balanced acidity. It's the fine tannins that give it such class, surrounding the fruit, promising long aging. This is a classic for Léoville-Barton.",90.0,96,2,0.388692662314082
58431,Roche de Bellene 2011  Bonnes-Mares,"This wine has great power along with magnificently rich fruit. Wood aging provides a judicious support to its fullness and opulence. Acidity, black cherries and red berry fruits come together with firm tannins. Combined they are already in balance, but the wine needs to wait. Drink from 2018.",480.0,96,2,0.3758952240634588
75941,Chanson Père et Fils 2013  Charmes-Chambertin,"Powerful and structured, this wine is dark with black fruits. The rich fruit and acidity are surrounded by firm tannins provide a solid scaffolding. With acidity and tannins at the end, this complex wine will age slowly, so don't drink before 2022.",330.0,95,2,0.40805715578648016
75109,Niepoort 2009 Batuta Red (Douro),"Dark in color, this is a powerful, classic wine, with dense tannins. It has rich black-fruit flavors, and notes of wood and herb that are packed into its concentrated, dry structure. This is a great Douro for aging.",100.0,95,2,0.4068140741402321
57055,Domaine Billaud-Simon 2014 Vaudésir Grand Cru  (Chablis),"Beautifully rich, this wine is ripe and full of concentrated fruit. It's generous and full bodied, while retaining tight acidity and minerality. Juicy white fruit flavor shows strongly, allied to the still-very-young acidity and texture, suggesting long life ahead. Drink from 2022.",109.0,95,2,0.4044381632768154
53680,Vieux Château Mazerat 2014  Saint-Émilion,"This powerful ripe wine has firm tannins that are so well integrated. With acidity and with rich black fruit, the wine is concentrated and dense. From a small parcel on the slope of Saint-Emilion, it is a wine to age for many years. Drink from 2026.",150.0,95,2,0.4014668597974112
66199,Château Giscours 2009  Margaux,"Dark and structured, this is a firm wine. It has a smoky wood character, powerful tannins over intensely ripe fruit. Acidity and sweetness balance to give a dense wine, powered with richness and destined to age for many years.",69.0,95,2,0.3966841000842195
111502,Château Mouton Rothschild 2007  Pauillac,"The wood element is important here, but it is based on a firm Cabernet Sauvignon structure, dry but rich tannins. The wine is a great success for the vintage, giving sweetness, ripe fruit that only shows light extraction, and dark plum and berry flavors. The feeling is of polished fruit and wood, rounded but always dense.",450.0,95,2,0.39535873230292745
68362,Domaine Méo-Camuzet 2013  Corton-Charlemagne,"This is a powerful, ripe wine, touched by its wood aging while having rich yellow fruits and a dense structure. Nervous tension comes from the acidity and the strongly mineral texture. It's a magnificent wine that needs aging, so drink from 2019.",307.0,95,2,0.38523910281703627
14794,Taylor Fladgate 2015 Quinta da Vargellas Vintage  (Port),This wine is ripe with tannins and powerful with ripe fruit. A solid character gives it density. The tannins and the richness of the wine are ripe and concentrated with fruit. Drink from 2026.,58.0,95,2,0.383402220595914
7934,Château Giscours 2014  Margaux,"Still dry and concentrated and with swathes of rich tannins, the wine is dark and dense. The undertow of ripe black fruit is impressive. It obviously has considerable aging potential, Drink this serious wine from 2025.",50.0,95,2,0.38279232828116
47360,Joseph Drouhin 2012 Lavaux Saint-Jacques Premier Cru  (Gevrey-Chambertin),"This wine has power and firm tannins. Intensely fresh, it offers acidity and red-currant flavors that burst out of the dark, dry core. It's complex, with a touch of spice from wood aging that gives an elegant, delicious aftertaste. Drink from 2019.",168.0,95,2,0.381478648280671
58435,Luis Duarte 2011 Rubrica Red (Alentejano),"One of Portugal's top reds, this is a richly endowed wine. Ripe fruits are cut with fresh acidity, dark tannins and signs of judicious wood aging. It shows elegance, style and a rich aftertaste. Drink this great wine from 2018.",40.0,95,2,0.37536694343851407
14790,Croft 2015 Quinta da Roeda  (Port),"Beautifully perfumed, this is a ripe and structured wine. It has fine dusty tannins, intense blackberry fruits and a dark-licorice aftertaste. Acidity keeps the wine fruity and fresh although with those firm tannins, it will need time. Drink from 2027.",55.0,95,2,0.37475086474783315
